Group,Component,Layer,mean_Logit,std_Logit,sem_Logit,count_Logit,mean_Posteriors,std_Posteriors,sem_Posteriors,count_Posteriors
Experiment (Homopolymer),attn,5,0.40694754464285715,0.3050896313537708,0.051569560002438807,35,4.432449901103974,11.329229834424146,1.9149893594721628,35
Experiment (Homopolymer),attn,6,0.5786969866071429,0.6593913536044652,0.11145748160600191,35,5.976206157888685,15.383256335871119,2.600244908768177,35
Experiment (Homopolymer),attn,7,0.430078125,0.5019805306994426,0.08485019626230252,35,4.169243705272675,11.486524423161907,1.9415769976556612,35
Experiment (Homopolymer),attn,8,0.36925223214285713,0.3141346551491328,0.053098448071392974,35,4.400719135148185,12.719726556968697,2.1500262037210796,35
Experiment (Homopolymer),attn,9,0.36279296875,0.3597311026358123,0.060805654390167496,35,4.217657487733024,10.828591325174413,1.8303660062374922,35
Experiment (Homopolymer),attn,10,0.590234375,0.8894126348546137,0.15033817451133547,35,6.96968252147947,25.68020925408209,4.340747622681221,35
Experiment (Homopolymer),attn,11,0.4534319196428571,0.3540628731496098,0.059847548736759154,35,5.705091055801937,14.48173478498332,2.447859953875722,35
Experiment (Homopolymer),attn,12,0.49454520089285714,0.48284432085699236,0.08161558642875762,35,4.646196574824197,15.261912333593136,2.5797340288059725,35
Experiment (Homopolymer),attn,13,0.4739536830357143,0.28415148045171557,0.048030366538234864,35,4.443925201892853,11.892733486358328,2.010238861269609,35
Experiment (Homopolymer),attn,14,0.5041852678571429,0.4432633482766669,0.07492518095224666,35,3.563738424437387,7.808081324093989,1.3198066304648608,35
Experiment (Homopolymer),attn,15,0.5700474330357143,0.44834586945775706,0.07578428383243589,35,3.724611944811685,8.39397369816085,1.4188405170159808,35
Experiment (Homopolymer),attn,16,0.6715959821428571,0.4336309660321896,0.07329701118482838,35,5.050474696499961,12.183493105680318,2.059386207144254,35
Experiment (Homopolymer),attn,17,0.8512137276785714,0.6661217944561524,0.11259513375040232,35,10.959455592291695,30.006272029992235,5.071985694937844,35
Experiment (Homopolymer),head 0,0,0.11100725446428572,0.180740934639537,0.030550793982842682,35,1.3715329255376543,4.738445377521488,0.8009434543221915,35
Experiment (Homopolymer),head 0,1,0.09764229910714285,0.1166941402810109,0.019724909832076545,35,0.9906166417258127,3.0393394389358015,0.513742131676155,35
Experiment (Homopolymer),head 0,2,0.11778738839285714,0.19123706775788987,0.03232496429547725,35,0.9272431765283857,2.4180494394588106,0.40872495438050366,35
